         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q5SLY4,      29.49,  0.3619556,      26.27,  0.4286305,      19.35,  0.3912850,       6.45,  0.2206977,       4.15,  0.2442534,      12.90,  0.2653417,       5.07,  0.2534798,  0.0407196, -0.1360082,   217
         Q5SLY3,      40.77,  0.4439282,      36.91,  0.4693956,      28.76,  0.4576350,      12.88,  0.2309339,       7.73,  0.2506475,      24.89,  0.3611874,      19.74,  0.3689546, -0.0399227, -0.2336604,   233
         Q5SLX9,       4.97,  0.2465958,       9.94,  0.2665275,       0.00,  0.2026116,       1.24,  0.1278435,       0.00,  0.1131025,       8.07,  0.1962568,       0.62,  0.1583877,  0.1527613, -0.3287928,   161
         Q5SLX8,      24.38,  0.2615287,      16.25,  0.2588680,       7.50,  0.1883327,       9.38,  0.1117100,       0.00,  0.0439181,      20.62,  0.2725516,       8.12,  0.1580961,  0.1323051, -0.2675157,   160
         Q5SLX7,      35.74,  0.4002803,      10.04,  0.3124413,      16.06,  0.3443524,       5.62,  0.1067526,       0.00,  0.0827260,       8.84,  0.2781253,       4.02,  0.1967210,  0.0002405, -0.2899660,   249
         Q5SLX6,      66.14,  0.5776805,      22.22,  0.3535237,      15.34,  0.3273759,       6.88,  0.1835429,       0.00,  0.1674789,      16.40,  0.3437683,       6.35,  0.2709991, -0.1750511, -0.1763499,   189
         Q5SLX5,      64.63,  0.5743460,      11.59,  0.3833627,       2.44,  0.3339189,       9.15,  0.2664366,       0.61,  0.2852643,      16.46,  0.2971370,       7.32,  0.3010910, -0.1730379, -0.1495806,   164
         Q5SLX4,      22.87,  0.2841507,      10.11,  0.2335080,       1.60,  0.1763805,       2.66,  0.0686776,       0.00,  0.0384594,      14.36,  0.2032512,       0.00,  0.1380078,  0.1121788, -0.2272348,   188
         Q5SLX0,      41.64,  0.4343610,      16.71,  0.3674722,      18.98,  0.3438722,       3.97,  0.1843382,       3.40,  0.2155764,       7.65,  0.2656265,       4.53,  0.2445624, -0.0328977, -0.2862764,   353
         Q5SLW8,      41.10,  0.3445440,      31.51,  0.3986644,      23.29,  0.3023463,      30.14,  0.3570562,      24.66,  0.3789026,      39.73,  0.3841310,      17.81,  0.3105497,  0.0551947, -0.0625946,    73
         Q5SLW7,      10.83,  0.2019044,       7.64,  0.2922907,       0.00,  0.1897951,       5.10,  0.1601618,       0.00,  0.1435451,       5.73,  0.1779844,       1.27,  0.1626477,  0.1964432, -0.2456113,   157
         Q5SLW5,      32.40,  0.3279305,       7.26,  0.2641670,       5.59,  0.2796520,       1.68,  0.0928682,       0.00,  0.0566772,      10.61,  0.2830040,       0.56,  0.1707744,  0.0679214, -0.4105600,   179
         Q5SLW4,      59.05,  0.5332230,       5.60,  0.3130397,       7.33,  0.3487859,       6.03,  0.1744828,       0.00,  0.1602211,      14.22,  0.3179562,       3.88,  0.2498204, -0.1326626, -0.2838579,   232
         Q5SLW2,      65.00,  0.6140020,      42.00,  0.5450919,      66.00,  0.5986229,      24.00,  0.3121340,      17.00,  0.3588836,      42.00,  0.5041760,      37.00,  0.4888184, -0.2137574, -0.1094276,   100
         Q5SLW1,      10.14,  0.2182967,       8.78,  0.2681919,       0.68,  0.1555119,       4.05,  0.1076763,       0.00,  0.0737556,      14.86,  0.2001554,       1.35,  0.1446793,  0.1774317, -0.2663247,   148
         Q5SLW0,      44.39,  0.4493635,      46.52,  0.4557307,      44.39,  0.4300557,       9.63,  0.2636448,      10.16,  0.2762235,      20.32,  0.3533598,       3.74,  0.2997205, -0.0480542, -0.1550552,   187
         Q5SLV7,      53.68,  0.5111483,      54.74,  0.5256593,      68.42,  0.5419958,       2.11,  0.1711091,       0.00,  0.1937432,      17.89,  0.3367192,       2.81,  0.2897299, -0.1107486, -0.2076957,   285
         Q5SLV6,      48.87,  0.4802694,      35.05,  0.4202097,      35.05,  0.3882464,      17.04,  0.2923050,      21.22,  0.3527336,      18.97,  0.3137410,      27.33,  0.3745842, -0.0776336, -0.1822530,   311
         Q5SLV4,      11.60,  0.2056176,      16.02,  0.3094616,      10.50,  0.1611612,       8.29,  0.1770122,       4.42,  0.1542757,      11.05,  0.2242714,       7.18,  0.2053000,  0.1953558, -0.1934220,   181
         Q5SLV1,      29.75,  0.3660083,      12.54,  0.3559121,      26.88,  0.3381818,       1.43,  0.1369000,       0.00,  0.1568153,       7.89,  0.2323605,       0.00,  0.2079994,  0.0359576, -0.2972600,   279
         Q5SLV0,      20.15,  0.2237532,      10.70,  0.2121501,       0.00,  0.1165112,       0.75,  0.0404167,       0.00,  0.0249087,       5.47,  0.1905347,       1.00,  0.1152940,  0.1698968, -0.4631000,   402
         Q5SLU9,       9.44,  0.1358719,       7.22,  0.1949679,       0.00,  0.1068915,       3.89,  0.0579289,       0.56,  0.0347492,      16.11,  0.2073577,       3.89,  0.1051459,  0.2537982, -0.4391352,   180
         Q5SLU8,      15.83,  0.1735345,       3.81,  0.1462723,       0.00,  0.1435505,       0.00,  0.0181200,       0.20,  0.0128875,       3.81,  0.1589604,       0.00,  0.0849624,  0.2155221, -0.6005386,   499
         Q5SLU6,      25.16,  0.2837826,      23.27,  0.3159415,      21.38,  0.2625759,       5.66,  0.1870459,       0.00,  0.1564293,       8.18,  0.2234099,       0.00,  0.1944348,  0.1166230, -0.1832518,   159
         Q5SLU3,      29.10,  0.3474976,      17.61,  0.3494940,      15.97,  0.2889828,       5.22,  0.2290355,       5.82,  0.2639989,       5.52,  0.2124861,       1.94,  0.2337520,  0.0523097, -0.1785540,   670
         Q5SLU2,      53.24,  0.4811349,      42.71,  0.4977878,      52.23,  0.4959483,       5.67,  0.2302374,       8.50,  0.2845100,      23.28,  0.3420410,      21.66,  0.3886099, -0.0826583, -0.2553165,   494
         Q5SLU1,      31.59,  0.3722612,      28.02,  0.3797100,      27.20,  0.3618822,      15.66,  0.2178293,       9.34,  0.2113536,      10.71,  0.2509570,      19.23,  0.2989988,  0.0282152, -0.1385601,   364
         Q5SLU0,       6.86,  0.1129972,       2.90,  0.1621680,       0.00,  0.0662563,       0.00,  0.0232048,       0.00,  0.0160925,       5.54,  0.1453460,       0.26,  0.0766347,  0.2754786, -0.5605001,   379
         Q5SLT9,       2.22,  0.1396778,       4.81,  0.1949114,       0.00,  0.1339351,       1.11,  0.0341692,       0.00,  0.0197366,       4.07,  0.1528455,       0.00,  0.0902235,  0.2553722, -0.5221843,   270
         Q5SLT8,      10.40,  0.1330952,       6.71,  0.1865553,       0.00,  0.1183449,       1.68,  0.0292446,       0.00,  0.0137921,       6.71,  0.1745200,       2.35,  0.0895345,  0.2601385, -0.5295728,   298
         Q5SLT2,      23.45,  0.2662731,      10.78,  0.2570744,       8.89,  0.1941224,       0.27,  0.0985624,       0.00,  0.0883788,       6.74,  0.2060453,       0.27,  0.1527224,  0.1318072, -0.4080005,   371
         Q5SLT1,      39.16,  0.4154462,      14.69,  0.2737746,       0.00,  0.1665562,       4.90,  0.1450734,       2.10,  0.1204312,      16.08,  0.2949498,       0.00,  0.2082791, -0.0162155, -0.2315329,   143
         Q5SLT0,      25.28,  0.3334134,      20.00,  0.3569145,      22.26,  0.3169620,       3.77,  0.2139582,       2.64,  0.2294899,       6.42,  0.2418116,       3.77,  0.2292646,  0.0683841, -0.2873377,   265
         Q5SLS9,      51.72,  0.4921383,      26.05,  0.4022013,      30.65,  0.3994587,       1.92,  0.2330442,       1.92,  0.2762772,       5.94,  0.2802159,       1.15,  0.2806461, -0.0908283, -0.2265798,   522
         Q5SLS8,      45.13,  0.4663612,      18.58,  0.3445381,      15.93,  0.3657241,      10.62,  0.2147539,       2.65,  0.1717244,      18.58,  0.3460599,       1.77,  0.2572396, -0.0636380, -0.3556027,   113
         Q5SLS5,      15.91,  0.2719205,      17.05,  0.3373490,      15.15,  0.2627285,       4.55,  0.1353250,       3.03,  0.1310717,      10.23,  0.2231979,       6.44,  0.2269321,  0.1274470, -0.2892354,   264
         Q5SLS4,      57.45,  0.5709218,      60.43,  0.5087907,      77.02,  0.6234171,       6.38,  0.2585982,       6.81,  0.3098693,      36.17,  0.4273951,      41.70,  0.4498323, -0.1693638, -0.0560761,   235
         Q5SLS0,      42.59,  0.4600118,      28.14,  0.4039474,      19.77,  0.2952985,       2.28,  0.2048601,       0.00,  0.2020176,      22.43,  0.2894283,       7.22,  0.2600441, -0.0592385, -0.1959836,   263
         Q5SLR9,      53.45,  0.5002347,      15.23,  0.3411995,      21.84,  0.3649708,       4.31,  0.1886162,       0.29,  0.1953735,      12.36,  0.3004366,       4.02,  0.2543101, -0.1001195, -0.2530211,   348
         Q5SLR7,      58.16,  0.4914522,      60.99,  0.5581570,      48.23,  0.4891483,      23.40,  0.3119227,      21.99,  0.3375680,      40.43,  0.4299192,      36.88,  0.4363612, -0.0912787, -0.1371714,   141
         Q5SLR6,      36.92,  0.3789324,      35.38,  0.4167863,      37.69,  0.4426099,      10.00,  0.2666561,       6.15,  0.2530266,      21.54,  0.3178663,      11.54,  0.3459796,  0.0215119,  0.0040572,   130
         Q5SLR2,      55.22,  0.4994504,      11.94,  0.3630055,       0.00,  0.4039426,      13.43,  0.2901388,       0.00,  0.2051220,      37.31,  0.4208228,       2.99,  0.2964232, -0.0981380, -0.1040624,    67
         Q5SLQ8,       7.41,  0.1279574,       7.87,  0.1983171,       0.00,  0.1334202,       4.17,  0.0512139,       0.00,  0.0250117,      11.57,  0.1755314,       4.17,  0.0963386,  0.2667148, -0.4971453,   216
         Q5SLQ7,      34.99,  0.3851981,      28.22,  0.3992257,      23.48,  0.3810575,       9.03,  0.1974059,       7.67,  0.2124770,      16.48,  0.2731332,      18.51,  0.3080828,  0.0147945, -0.2001980,   443
         Q5SLQ6,      44.64,  0.4373911,      25.95,  0.3530920,      13.49,  0.3169099,       4.15,  0.1999204,       2.77,  0.2298228,      11.76,  0.2694223,       2.77,  0.2482748, -0.0386173, -0.2530295,   289
         Q5SLQ5,       4.20,  0.1081642,       6.72,  0.1441675,       0.00,  0.0990899,       0.00,  0.0156185,       0.00,  0.0021136,      15.13,  0.2246097,       1.68,  0.0824456,  0.2791039, -0.5526043,   119
         Q5SLQ2,      45.26,  0.4551140,      33.94,  0.4011226,      33.94,  0.4162071,       2.92,  0.1552777,       0.00,  0.1439544,      14.23,  0.3058666,      24.09,  0.3129236, -0.0552793, -0.2998628,   274
         Q5SLP0,      47.06,  0.5238874,      30.59,  0.4046157,      34.12,  0.3963207,      23.53,  0.3098530,      10.59,  0.3056592,      38.82,  0.4390466,      23.53,  0.3305103, -0.1219045, -0.0060021,    85
         Q5SLN9,      59.57,  0.5428005,      60.64,  0.5182907,      51.06,  0.3954153,       6.38,  0.1428298,       0.00,  0.0885539,      32.98,  0.4456828,       5.32,  0.2896928, -0.1444702, -0.0802647,    94
         Q5SLN8,      34.01,  0.3527859,      27.89,  0.3981232,      21.77,  0.3483529,      10.20,  0.2739599,       4.08,  0.2887518,      20.41,  0.3132730,      17.01,  0.3292077,  0.0488719, -0.0195351,   147
         Q5SLN6,      15.54,  0.2090342,      10.14,  0.2341795,       5.41,  0.1799766,       3.38,  0.0855084,       0.00,  0.0481409,       8.45,  0.1949559,       1.35,  0.1286365,  0.1852020, -0.3952569,   296
         Q5SLN0,      21.03,  0.2269084,       5.90,  0.1967412,       0.00,  0.1396753,       0.26,  0.0341803,       0.00,  0.0237666,       7.69,  0.2030897,       0.00,  0.1141144,  0.1674094, -0.5377444,   390
         Q5SLM8,      49.81,  0.5409654,      75.86,  0.6648149,      77.39,  0.6420583,      18.01,  0.3159718,      30.65,  0.4143369,      58.62,  0.5285311,      63.98,  0.5177796, -0.1386252, -0.0830813,   261
         Q5SLM7,      34.11,  0.4118173,      26.36,  0.4226745,      28.68,  0.3651436,      15.12,  0.2551058,      16.28,  0.3009887,      20.54,  0.2886071,      19.77,  0.3407229, -0.0095287, -0.2315948,   258
         Q5SLM6,      43.46,  0.4329900,      49.35,  0.4783742,      42.81,  0.4642890,       4.90,  0.2155572,       4.25,  0.2129618,      15.03,  0.3219513,      23.20,  0.3543540, -0.0317738, -0.1845325,   306
         Q5SLM5,      26.95,  0.3283421,      11.98,  0.3059536,       5.99,  0.2324282,       1.20,  0.1323360,       0.00,  0.1271315,       8.98,  0.2582751,       0.60,  0.1920064,  0.0691558, -0.2893977,   167
         Q5SLM4,       6.20,  0.1333494,       5.07,  0.2016644,       0.00,  0.1655577,       0.00,  0.0388330,       0.00,  0.0238550,       2.54,  0.1440764,       0.00,  0.0902964,  0.2608130, -0.5061836,   355
         Q5SLM0,      48.91,  0.5070763,      42.79,  0.4980052,      46.72,  0.4902444,      15.28,  0.2380624,       4.80,  0.2084290,      41.05,  0.4362316,      32.31,  0.3963414, -0.1017684,  0.0525680,   229
         Q5SLL9,      90.62,  0.7249542,     100.00,  0.9090852,     100.00,  0.9127639,      84.38,  0.6593469,      87.50,  0.5691370,     100.00,  0.9290277,     100.00,  0.7840525, -0.3211325,  0.1383446,    32
         Q5SLL8,      54.23,  0.5341504,      36.15,  0.4650028,      36.15,  0.4409288,       8.85,  0.2220312,       5.00,  0.2410216,      32.69,  0.3695536,      33.46,  0.3787814, -0.1323343, -0.2292987,   260
         Q5SLL7,      48.73,  0.4822319,      30.88,  0.4178473,      42.35,  0.4266004,       1.27,  0.1742783,       0.14,  0.1832082,       9.92,  0.2895892,       0.57,  0.2578591, -0.0815521, -0.2685856,   706
         Q5SLL2,      41.38,  0.3981528,      28.74,  0.4052354,      19.54,  0.3772101,      21.84,  0.3018804,      10.34,  0.3197801,      35.63,  0.3709792,      20.69,  0.2993380, -0.0012690, -0.0582262,    87
         Q5SLL1,      19.21,  0.2243756,       7.91,  0.2597387,       6.21,  0.1804490,       6.21,  0.1179768,       0.00,  0.0974620,      16.95,  0.2378847,       5.08,  0.1562397,  0.1746127, -0.2247904,   177
         Q5SLK8,      31.17,  0.3345068,      21.84,  0.3654446,       7.53,  0.2228882,       4.67,  0.2683145,      13.86,  0.3295212,       6.93,  0.2302159,       3.31,  0.2546671,  0.0645227, -0.1905198,   664
         Q5SLK7,      34.54,  0.3592554,      26.85,  0.3754544,      18.43,  0.2426054,      13.35,  0.2657658,      13.64,  0.3130425,      14.66,  0.2486042,      13.93,  0.3007879,  0.0400387, -0.1734988,   689
         Q5SLK3,      44.49,  0.4307952,      29.92,  0.4114826,      26.38,  0.3872830,       9.84,  0.1956201,       6.69,  0.1930808,      14.96,  0.3014084,      12.99,  0.3199451, -0.0299661, -0.2628843,   254
         Q5SLK1,      24.10,  0.3397932,      38.55,  0.4506375,      34.14,  0.3918454,       3.61,  0.1959519,       2.41,  0.1974062,      23.29,  0.2978677,       3.21,  0.2469426,  0.0614855, -0.2105971,   249
         Q5SLK0,      41.80,  0.4491898,      45.90,  0.5078166,      47.54,  0.5319911,      20.49,  0.2611214,      14.75,  0.2492392,      48.36,  0.4495549,      36.07,  0.4081522, -0.0496673, -0.2005315,   122
         Q5SLJ9,      14.04,  0.2572109,       7.02,  0.2831030,       0.00,  0.1977657,       2.92,  0.1148099,       0.00,  0.0952371,      11.11,  0.1880431,       2.34,  0.1564007,  0.1427016, -0.3332596,   171
         Q5SLJ8,      45.14,  0.4195610,      22.22,  0.3539789,      16.67,  0.3241824,       6.25,  0.2098389,       0.00,  0.2362484,      19.44,  0.2804563,       4.17,  0.2500139, -0.0221740, -0.2710866,   144
         Q5SLJ7,      63.45,  0.5533171,      19.75,  0.3537696,      13.03,  0.3446796,       1.68,  0.1742799,       1.68,  0.1999100,      15.13,  0.3118571,       0.84,  0.2655223, -0.1515683, -0.2363463,   238
         Q5SLJ6,      44.94,  0.4741654,      27.81,  0.4252905,      34.55,  0.4111826,       4.78,  0.2730073,       8.15,  0.3162704,       7.02,  0.2774104,       2.25,  0.2943572, -0.0721507, -0.2088570,   356
         Q5SLJ5,      76.92,  0.6307135,      46.15,  0.4981288,      73.08,  0.6293376,      17.95,  0.3111628,       0.00,  0.2673556,      56.41,  0.5452710,      50.00,  0.4803284, -0.2313087, -0.2184943,    78
         Q5SLJ4,      32.12,  0.3809827,      32.12,  0.4260690,      28.48,  0.3838506,       5.63,  0.2212017,       4.97,  0.2487988,       9.60,  0.2666926,       8.28,  0.2572907,  0.0184578, -0.2601369,   302
         Q5SLJ3,       8.57,  0.1889661,      11.43,  0.1825793,       0.00,  0.1450337,       0.00,  0.0192471,       0.00,  0.0025511,      24.29,  0.3197775,       1.43,  0.1188535,  0.2071712, -0.5379179,    70
         Q5SLJ2,      48.78,  0.5194331,      43.90,  0.5335741,      42.68,  0.5399358,      39.02,  0.4160818,      40.24,  0.4958080,      46.34,  0.4906403,      42.68,  0.4992455, -0.1163306, -0.0407775,    82
         Q5SLJ1,      62.32,  0.5743415,      33.33,  0.4240017,      11.59,  0.3348491,      14.49,  0.3371290,       5.80,  0.2957712,      42.03,  0.4537190,      10.14,  0.3474938, -0.1713589, -0.1782175,    69
         Q5SLJ0,      47.93,  0.4541270,      41.42,  0.5002361,      31.95,  0.4179367,      18.34,  0.2873337,      17.75,  0.3442634,      36.09,  0.3828827,      25.44,  0.3977965, -0.0550267, -0.1799041,   169
         Q5SLI6,       7.30,  0.1251716,       7.30,  0.1874395,       0.00,  0.1138022,       5.11,  0.0600306,       0.00,  0.0125299,      11.68,  0.1931139,       2.19,  0.0963809,  0.2709981, -0.6356598,   137
         Q5SLI5,      24.81,  0.2916510,       9.40,  0.2205114,       8.27,  0.1900672,       2.63,  0.0594755,       1.50,  0.0515096,      12.03,  0.2365473,       3.76,  0.1432825,  0.1058178, -0.5388849,   266
         Q5SLI4,      10.14,  0.1483792,       4.66,  0.1781261,       0.00,  0.1157947,       0.82,  0.0259877,       0.00,  0.0139512,       6.58,  0.1524613,       1.10,  0.0864842,  0.2412221, -0.5273395,   365
         Q5SLI0,      24.27,  0.2851871,      19.67,  0.3225310,      13.39,  0.3112126,       2.93,  0.1144406,       0.42,  0.0897761,      10.46,  0.2202669,       6.69,  0.2239024,  0.1127718, -0.1940387,   239
         Q5SLH9,      22.66,  0.2184673,       6.16,  0.1690482,       1.23,  0.1334967,       1.23,  0.0318074,       0.00,  0.0164446,       6.65,  0.1715010,       1.23,  0.1012114,  0.1731564, -0.4878434,   406
         Q5SLH8,      28.97,  0.3737856,      22.43,  0.3569419,       8.72,  0.3109619,       3.74,  0.1496591,       2.49,  0.1500592,      10.28,  0.2305808,       2.80,  0.2101711,  0.0251196, -0.2322568,   321
         Q5SLH7,      65.31,  0.5941538,      84.35,  0.7095909,      73.47,  0.6734060,      16.33,  0.2817177,      17.69,  0.3415440,      41.50,  0.5295179,      44.22,  0.5216550, -0.1936452, -0.0763836,   147
